0.0	0
0.7499999	1
0.93749987	1
0.98437486	1
0.99609361	1
0.9990233	1
0.99975572	1
0.99993883	1
0.9999846	1
0.99999605	1
0.99999891	1
0.99999962	1
0.9999998	1
0.99999985	1
0.99999986	2
0.9999999	3
0.99999992	3
0.99999992	2
0.99999994	2
0.99999995	1
0.99999996	4
0.99999995	5
0.99999996	4
0.99999996	3
0.99999997	2
0.99999997	1
0.99999998	1
0.99999998	9
0.99999997	8
0.99999997	7
0.99999998	6
0.99999997	5
0.99999998	5
0.99999998	3
0.99999998	2
0.99999998	1
0.99999999	1
0.99999999	18
0.99999998	17
0.99999998	16
0.99999998	15
0.99999999	14
0.99999996	13
0.99999995	12
0.99999998	11
0.99999998	10
0.99999999	9
0.99999999	8
0.99999999	7
0.99999999	14
0.99999999	13
0.99999999	4
0.99999999	3
0.99999999	2
0.99999999	1
1.0	8
0.99999999	7
0.99999997	6
0.99999998	5
0.99999999	4
0.99999999	5
0.99999999	6
0.99999999	7
1.0	2
0.99999999	1
1.0	2
1.0	1
1.0	1
1.0	1
1.0	1
1.0	3
0.99999999	2
0.99999998	2
1.0	3
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
1.0	1
0.0	0
