3
2
0.95
0	1	0.788723351136
0	1	0.432767067905
2	1	0.230866541541
0	0	0.449491064789
2	1	0.0214897052659
2	1	0.230866541541
0	0	0.255069025739
1	0	0.721540032341
1	1	0.381204237688
2	1	0.459603465738
1	1	0.381204237688
2	0	0.422116575583
0	1	0.432767067905
2	1	0.459603465738
1	0	0.00210605335111
0	1	0.432767067905
2	1	0.0214897052659
2	1	0.230866541541
0	1	0.432767067905
2	1	0.230866541541
0	0	0.449491064789
2	0	0.422116575583
0	1	0.788723351136
0	0	0.255069025739
1	0	0.00210605335111
0	1	0.788723351136
0	1	0.432767067905
2	1	0.230866541541
0	0	0.847433736937
0	0	0.255069025739
1	1	0.541412472793
1	1	0.381204237688
2	1	0.0214897052659
2	0	0.495812241382
2	0	0.495812241382
2	0	0.495812241382
2	0	0.495812241382
2	1	0.459603465738
1	1	0.381204237688
2	1	0.0214897052659
2	0	0.495812241382
2	0	0.221691666273
1	1	0.381204237688
2	1	0.459603465738
1	1	0.381204237688
2	1	0.459603465738
1	1	0.0305899830336
0	0	0.255069025739
1	1	0.0305899830336
0	1	0.788723351136
0	1	0.788723351136
0	0	0.255069025739
1	0	0.945270695554
2	1	0.0214897052659
2	1	0.459603465738
1	0	0.00210605335111
0	1	0.432767067905
2	1	0.230866541541
0	1	0.432767067905
2	1	0.230866541541
0	1	0.432767067905
2	1	0.230866541541
0	1	0.788723351136
0	0	0.255069025739
1	0	0.00210605335111
0	1	0.432767067905
2	1	0.0214897052659
2	0	0.495812241382
2	1	0.230866541541
0	0	0.847433736937
0	0	0.847433736937
0	0	0.255069025739
1	1	0.0305899830336
0	1	0.432767067905
2	1	0.230866541541
0	0	0.449491064789
2	0	0.422116575583
0	0	0.449491064789
2	0	0.495812241382
2	1	0.0214897052659
2	1	0.230866541541
0	1	0.788723351136
0	1	0.788723351136
0	1	0.432767067905
2	0	0.422116575583
0	1	0.788723351136
0	1	0.788723351136
0	0	0.449491064789
2	0	0.495812241382
2	0	0.495812241382
2	1	0.0214897052659
2	0	0.495812241382
2	0	0.495812241382
2	1	0.230866541541
0	0	0.449491064789
2	0	0.221691666273
1	0	0.945270695554
2	1	0.459603465738
1	0	0.00210605335111
0	0	0.847433736937
0	1	0.432767067905
2	0	0.495812241382
2	0	0.495812241382
2	0	0.422116575583
0	0	0.449491064789
2	0	0.495812241382
2	0	0.495812241382
2	0	0.422116575583
0	0	0.255069025739
1	1	0.381204237688
2	1	0.230866541541
0	0	0.255069025739
1	1	0.0305899830336
0	1	0.788723351136
0	0	0.255069025739
1	0	0.721540032341
1	0	0.721540032341
1	1	0.381204237688
2	0	0.495812241382
2	1	0.0214897052659
2	1	0.230866541541
0	1	0.432767067905
2	0	0.495812241382
2	1	0.230866541541
0	1	0.788723351136
0	1	0.788723351136
0	0	0.449491064789
2	1	0.230866541541
0	0	0.255069025739
1	1	0.381204237688
2	0	0.422116575583
0	1	0.432767067905
2	0	0.495812241382
2	0	0.422116575583
0	1	0.432767067905
2	1	0.230866541541
0	0	0.255069025739
1	1	0.0305899830336
0	0	0.255069025739
1	1	0.381204237688
2	1	0.0214897052659
2	0	0.422116575583
0	0	0.847433736937
0	0	0.255069025739
1	1	0.0305899830336
0	0	0.847433736937
0	1	0.788723351136
0	1	0.432767067905
2	1	0.0214897052659
2	0	0.495812241382
2	1	0.230866541541
0	1	0.788723351136
0	1	0.788723351136
0	1	0.432767067905
2	0	0.495812241382
2	0	0.422116575583
0	0	0.847433736937
0	1	0.788723351136
0	0	0.449491064789
2	0	0.495812241382
2	0	0.495812241382
2	1	0.459603465738
1	0	0.00210605335111
0	0	0.847433736937
0	0	0.449491064789
2	1	0.230866541541
0	1	0.432767067905
2	0	0.495812241382
2	0	0.495812241382
2	0	0.495812241382
2	1	0.0214897052659
2	1	0.459603465738
1	0	0.00210605335111
0	0	0.255069025739
1	1	0.381204237688
2	1	0.0214897052659
2	1	0.230866541541
0	0	0.449491064789
2	1	0.459603465738
1	1	0.0305899830336
0	0	0.449491064789
2	1	0.0214897052659
2	0	0.495812241382
2	1	0.230866541541
0	0	0.255069025739
1	0	0.721540032341
1	1	0.381204237688
2	0	0.495812241382
2	1	0.230866541541
0	1	0.432767067905
2	1	0.230866541541
0	0	0.449491064789
2	0	0.495812241382
2	0	0.495812241382
2	1	0.230866541541
0	1	0.028347476522
1
