3
2
0.847433736937	0.255069025739	0.449491064789	
0.788723351136	0.028347476522	0.432767067905	
0.00210605335111	0.721540032341	0.945270695554	
0.0305899830336	0.541412472793	0.381204237688	
0.422116575583	0.221691666273	0.495812241382	
0.230866541541	0.459603465738	0.0214897052659	
0.0964170176222	0.548068955277	0.355514027101	
0.412083034359	0.0593590553317	0.528557910309	
0.530676990158	0.310065474666	0.159257535176	
0.483074275152	0.013636417164	0.503289307684	
0.316884556838	0.0424866237985	0.640628819364	
0.314279459288	0.294993449975	0.390727090737	
0.95
