0.0	1
0.001482675856157163	1
0.00390177856883464	2
0.00677210562969114	3
0.010267838339038526	4
0.013739238130883766	5
0.017821330604450368	6
0.023415638079391104	7
0.02702062720799612	8
0.03097996341916448	9
0.036155889818115176	10
0.041695121972135145	11
0.046898238432764125	12
0.0586051252380096	12
0.06162010020892396	11
0.06559136573460377	10
0.07110691370525295	9
0.07541857914892376	8
0.08152621952411705	18
0.09116492138566547	6
0.09514707846872415	5
0.10074859011488656	4
0.10972400518982933	3
0.11518669636548534	2
0.12341641692832664	1
0.15200000000000002	25
0.15422401378423575	24
0.15785266785325197	23
0.1621581584445367	22
0.1674017575085578	21
0.17260885719632565	20
0.17873199590667557	19
0.18712345711908668	18
0.19253094081199418	17
0.19846994512874674	16
0.20623383472717274	15
0.21454268295820275	14
0.2223473576491462	13
0.23990768785701438	38
0.24443015031338594	39
0.25038704860190564	10
0.2586603705578794	9
0.2651278687233856	8
0.2742893292861756	7
0.2887473820784982	44
0.2947206177030862	5
0.30312288517232977	4
0.316586007784744	3
0.324780044548228	48
0.33712462539249	1
0.4	50
0.4022240137842358	49
0.40585266785325197	48
0.41015815844453674	47
0.4154017575085578	46
0.4206088571963257	45
0.42673199590667554	44
0.4351234571190867	43
0.4405309408119942	42
0.4464699451287467	41
0.45423383472717277	40
0.4625426829582027	39
0.4703473576491462	38
0.4879076878570144	37
0.49243015031338594	36
0.49838704860190564	35
0.5066603705578794	34
0.5131278687233857	33
0.5222893292861756	32
0.5367473820784983	31
0.5427206177030862	30
0.5511228851723298	29
0.564586007784744	28
0.572780044548228	27
0.58512462539249	26
0.628	25
0.6313360206763536	24
0.636779001779878	23
0.6432372376668051	22
0.6511026362628367	21
0.6589132857944885	20
0.6680979938600133	19
0.68068518567863	18
0.6887964112179913	17
0.69770491769312	16
0.7093507520907592	15
0.721814024437304	14
0.7335210364737192	13
0.7598615317855215	12
0.7666452254700789	11
0.7755805729028584	10
0.7879905558368191	9
0.7976918030850784	8
0.8114339939292633	7
0.8331210731177472	6
0.8420809265546293	5
0.8546843277584947	4
0.8748790116771159	3
0.8871700668223419	2
0.9056869380887349	1
0.0	0
